key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
TACKLE_DIALOG,{n0}{name} threw {n4} body at {t1}{target}!,{n0}{name} se jette de tout son poids sur {t1}{target} ¦,{n0}{name} carica con tutto il corpo contro {t1}{target}!,{name}は\n{target}に　たいあたりをした！,{name}{n0} {target}{t2} 향해\n몸을 날렸다!,¡{n0}{name} lanzó su cuerpo hacia {t1}{target}!,¡{n0}{name} se ha abalanzado sobre {t1}{target}!,{name} se jogou n{t4} {target}!,{name} rzucił{n4} się na {t3}!,{n0}{n10} warf {n4}en Körper auf {t5}{t13}!,{name} набрасывается на {t3}!,{name} накину{n6}ся на {t3}!
TELEPATHY_NAME,Telepathy,Télépathie,Telepatia,テレパシー,텔레파시,Telepatía,Telepatía,Telepatia,Telepatia,Telepathie,Телепатия,Телепатія
TELEPATHY_DESC,Read the thoughts of others.,Permet de lire dans les pensées.,Leggi i pensieri degli altri.,たしゃの　こころを　よむ。,다른 사람들의 생각을 읽을 수 있다.,Lee los pensamientos de los demás.,Lee los pensamientos de los demás.,Lê os pensamentos de alguém.,Czytaj innym w myślach.,Lese die Gedanken von anderen.,Чтение чужих мыслей.,Читання чужих думок.
TELEPATHY_ART,,,,,"는,가,를,와",,,,",Telepatii",,"Телепатия,Телепатии,Телепатии,Телепатию","Телепатія,Телепатії,Телепатії,Телепатію"
TELEPORT_NAME,Teleport,Téléportation,Teletrasporto,テレポート,텔레포트,Teletransporte,Teletransporte,Teleporte,Teleportacja,Teleportieren,Телепортация,Телепортація
TELEPORTA_DESC,Teleport to known areas by running in a line.,Courez en ligne droite pour vous téléporter vers un lieu déjà visité.,Teletrasporto in aree note correndo dritto.,まっすぐ　はしって　べつエリアにテレポート。,일렬로 빠르게 달려 가본 지역으로 텔레포트 한다.,Teletranspórtate a áreas conocidas corriendo en línea recta.,Teletranspórtate a lugares conocidos corriendo en línea recta.,Teleporte para lugares conhecidos correndo em linha reta.,"Teleportuje do wcześniej odwiedzonych miejsc, biegnąc w linii prostej.","Teleportiere dich in bekannte Gebiete, indem du in einer Gerade rennst.",При разбеге переносит в одно из ранее посещённых мест.,"Телепортує до відвіданих раніше локацій, бігаючи вперед."
TELEPORTO_DESC,Teleport to known areas by running in a circle.,Courez en cercle pour vous téléporter vers un lieu déjà visité.,Teletrasporto in aree note correndo in cerchio.,えんけいに　はしって　べつエリアにテレポート。,원을 그리듯 달려 가본 지역으로 텔레포트 한다.,Teletranspórtate a áreas conocidas corriendo en círculos.,Teletranspórtate a lugares conocidos corriendo en círculos.,Teleporte para lugares conhecidos correndo em círculos.,"Teleportuje do wcześniej odwiedzonych miejsc, biegnąc w kółko.","Teleportiere dich in bekannte Gebiete, indem du in einem Kreis rennst.",При беге по кругу переносит в одно из ранее посещённых мест.,"Телепортує до відвіданих раніше локацій, бігаючи по колу."
TELEPORT_ART,,,,,"는,가,를,와",,,,",Teleportacji",,"Телепортация,Телепортации,Телепортации,Телепортацию","Телепортація,Телепортації,Телепортації,Телепортацію"
VENTODOR_NAME,Vent Odor,Effluves,Emetti tanfo,においをだす,냄새 공격,Hedor,Hedor,Fedor,Wydziel Zapach,Gestank ablassen,Ужасный запах,Жахливий запах
VENTODOR_DESC,Vent a terrible odor to lower an opponent's Offense and Defense.,Laisser s'échapper une odeur atroce pour baisser l'attaque et la défense d'un adversaire.,Emetti un tanfo terribile per diminuire l'Attacco e la Difesa di un nemico.,あくしゅうを　はなって\nてきのオフェンスとディフェンスをさげる。,뭐라 말할 수 없는 역겨운 악취를 풍겨\n적의 오펜스와 디펜스를 낮춘다.,Emite un olor terrible para reducir la ofensiva y la defensa del oponente.,Desprende un terrible hedor para bajar la Fuerza y Defensa del enemigo.,Emite um cheiro horrível para abaixar o Ataque e Defesa de um inimigo.,"Wydziel straszny zapach, który obniża Ofensywę i Obronę przeciwnika.","Lass einen schrecklichen Gestank ab, um Angriff und Verteidigung eines Gegners zu verringern.",Испускание неприятного запаха. Понижает атаку и защиту врага.,Випуск неприємного запаху. Знижує Атаку та Захист ворога.
VENTODOR_DIALOG,{n0}{name} vented a terrible odor!,{n0}{name} laisse s'échapper une odeur atroce ¦,{n0}{name} emette un tanfo terribile!,{name}は\nひどい　あくしゅうを　はなった！,{name}{n0} 끔찍한 냄새를 풍겼다!,¡{n0}{name} desprendió un olor horrible!,¡{n0}{name} ha desprendido un terrible hedor!,{n0}{name} emitiu um cheiro horrível!,{name} wydziela okropny zapach!,{n0}{n10} verbreitete einen grässlichen Gestank!,{name} испустил{n6} ужасный запах!,{name} випусти{n6} жахливий запах!
YOMAMA_NAME,Yo Mama,Ta maman,Tua mamma,おまえのかあちゃん,안부묻기,Tu mamá,Tu madre,Sua mãe,Twoja Stara,Deine Mutter,Твоя мамка,Твоя мамка
YOMAMA_DESC,Destruction,Destruction,Distruzione,はめつ,상대 어머니의 안부를 물어본다. 모든 \n아군과 적군을 파멸로 이끌어 즉사시킨다.,Destrucción,Destrucción,Caos,Destrukcja,Zerstörung,Уничтожение,Знищення
YOMAMA_ART,,,,,"는,가,를,와",,,,",Twojej Starej",,"твоя мамка,твоей мамки,твоей мамке,твою мамку","твоя мамка,твоєї мамки,твоїй мамці, твою мамку"
