CONTROLS_PRESS_BUTTON,Press any button to rebind.,Veuillez appuyez sur le bouton de votre choix.,Premi un pulsante per associare.,ボタンをおして　わりあてる。,버튼을 지정하십시오.,Pulsa cualquier botón para reenlazar.,Pulsa cualquier botón para reenlazar.,Pressione qualquer botão para definir.,"Naciśnij dowolny przycisk, aby go przypisać.",Drücke einen Knopf zum Umbinden.,"Нажмите любую кнопку, чтобы переназначить.","Натисніть будь-яку кнопку, щоб переназначити.",
CONTROLS_PRESS_DUPLICATE_KEY,This key is already assigned to another action.,Cette touche est déjà assignée à une autre action.,Questo tasto è già associato a un'altra azione.,キーが　べつのアクションに　わりあてられている。,이 키는 이미 사용되고 있습니다.,Esta tecla ya está asignada a otra acción.,Esta tecla ya está asignada a otra acción.,Esta tecla já está sendo usada em outra ação.,Ten klawisz jest już przypisany do innej akcji.,Die Taste ist bereits zugewiesen.,Эта клавиша уже выполняет другую функцию.,Ця клавіша вже виконує іншу дію.,
CONTROLS_PRESS_DUPLICATE_BUTTON,This button is already assigned to another action.,Ce bouton est déjà assigné à une autre action.,Questo pulsante è già associato a un'altra azione.,ボタンが　べつのアクションに　わりあてられている。,이 버튼은 이미 사용되고 있습니다.,Este botón ya está asignado a otra acción.,Este botón ya está asignado a otra acción.,Este botão já está sendo usado em outra ação.,Ten przycisk jest już przypisany do innej akcji.,Der Knopf ist bereits zugewiesen.,Эта кнопка уже выполняет другую функцию.,Ця кнопка вже виконує іншу дію.,
AILMENT_ASTHMA,Asthma,en pleine crise d'asthme,In crisi d'asma,ぜんそく,천식,asma,asma,Asma,Astma,Asthma,астма,астма,
AILMENT_BLINDED,Blinded,aveuglé{t6},Accecat{t6},もうもく,시야 방해,ceguera,ceguera,Cegueira,Oślepienie,Blind,слепота,осліплення,
AILMENT_BURNED,Burned,brûlé{t6},Scottat{t6},やけど,화상,quemad{t6},quemad{t6},Queimad{t4},Oparzenie,Verbrannt,горение,опік,
AILMENT_COLD,Cold,enrhumé{t6},Raffreddat{t6},かぜ,감기,resfriad{t6},resfriad{t6},Resfriado,Przeziębienie,Erkältet,простуда,застуда,
AILMENT_CONFUSED,Confused,confus{t6},Confus{t6},こんらん,혼란,confusión,confus{t6},Confus{t4},Zdezorientowanie,Verwirrt,дезориентация,дезорієнтація,
AILMENT_FORGETFUL,Forgetful,oublieu{t8},Smemorat{t6},どわすれ,망각,olvido,olvido,Esquecid{t4},Zapomnienie,Vergesslich,забывчивость,забудькуватість,
AILMENT_NAUSEA,Nausea,nauséeu{t8},Nauseat{t6},どんより,구역질,náusea,náuseas,Enjoad{t4},Mdłości,Schwindel,тошнота,нудота,
AILMENT_NUMB,Numb,engourdi{t6},Intorpidit{t6},しびれ,마비,entumecid{t6},entumecid{t6},Dormente,Odrętwienie,Betäubt,паралич,параліч,
AILMENT_POISONED,Poisoned,empoisonné{t6},Avvelenat{t6},どく,독,envenenad{t6},envenenad{t6},Envenenad{t4},Zatrucie,Vergiftet,отравление,отруєння,
AILMENT_SLEEPING,Sleeping,endormi{t6},Addormentat{t6},ねむり,수면,somnolencia,dormid{t6},Dormindo,Senność,Schläft,сон,сон,
AILMENT_STONE,Stone,pétrifié{t6},Pietrificat{t6},いし,석화,petrificad{t6},petrificad{t6},Petrificad{t4},Skamienienie,Versteinert,окаменение,скам'янення,
AILMENT_SUNSTROKED,Sunstroked,frappé{t6} d'insolation,Ustionat{t6},にっしゃびょう,일사병,insolad{t6},insolación,Insolação,Udar słoneczny,Sonnenstich,солнечный удар,сонячний удар,
AILMENT_MUSHROOMIZED,Mushroomized,champignonneu{t8},Funghizzat{t6},キノコ,버섯화,champiñonizad{t6},champiñonizad{t6},Cogumelizad{t4},Zagrzybienie,Verpilzt,грибофикация,грибофікація,
AILMENT_UNCONSCIOUS,Unconscious,évanoui{t6},Priv{t6} di sensi,きぜつ,기절,inconsciente,incapacitad{t6},Inconsciente,Nieprzytomność,Bewusstlos,без сознания,непритомність,
INLINE_STAT_OFFENSE,Offense,L'attaque,L'Attacco,オフェンス,오펜스,La ofensa,La fuerza,O Ataque,Ofensywa,Der Angriff,Атака,Атака,
INLINE_STAT_DEFENSE,Defense,La défense,La Difesa,ディフェンス,디펜스,La defensa,La defensa,A Defesa,Obrona,Die Verteidigung,Защита,Захист,
INLINE_STAT_SPEED,Speed,La vitesse,La Velocità,スピード,스피드,La velocidad,La velocidad,A Agilidade,Szybkość,Die Geschwindigkeit,Скорость,Швидкість,
INLINE_STAT_IQ,IQ,Le QI,Il QI,ＩＱ,IQ,El IQ,El CI,O QI,IQ,IQ,IQ,IQ,
INLINE_STAT_GUTS,Guts,La fougue,La Combattività,ガッツ,용기,El coraje,Las agallas,A Coragem,Odwaga,Mut,Дерзость,Сміливість,
INLINE_STAT_HP,HP,Les PV,I PS,ＨＰ,HP,Los PV,Los PV,O PV,HP,KP,ОЗ,ОЗ,
INLINE_STAT_PP,PP,Les PP,I PP,ＰＰ,PP,Los PP,Los PP,O PP,PP,PP,ОП,ОП,
INLINE_STAT_MAXHP,maximum HP,Le maximum de PV,I PS massimi,さいだいＨＰ,최대 HP,Los PV máximos,Los PV máximos,O HP máximo,Maksymalne HP,Maximale KP,Максимальное количество ОЗ,Максимальна кількість ОЗ,
INLINE_STAT_MAXPP,maximum PP,Le maximum de PP,I PP massimi,さいだいＰＰ,최대 PP,Los PP máximos,Los PP máximos,O PP máximo,Maksymalne PP,Maximale PP,Максимальное количество ОП ,Максимальна кількість ОП,
INLINE_STAT_OFFENSE_ARTICLE,",",",",",",",","는,가,를,와",ó,",",",","a,a",",",ась,ла,
INLINE_STAT_DEFENSE_ARTICLE,",",",",",",",","는,가,를,와",ó,",",",","a,a",",",ась,в,
INLINE_STAT_SPEED_ARTICLE,",",",",",",",","는,가,를,와",ó,",",",","a,a",",",ась,ла,
INLINE_STAT_IQ_ARTICLE,",",",",",",",","은,이,을,과",ó,",",",","o,e",",",ся,в,
INLINE_STAT_GUTS_ARTICLE,",",",",",",",","는,가,를,와",ó,"n,",",","a,a",",",ась,ла,
INLINE_STAT_MAXHP_ARTICLE,",",",","no,",",","는,가,를,와",aron,"n,",",","o,e","n,",ось,ла,
INLINE_STAT_MAXPP_ARTICLE,",",",","no,",",","는,가,를,와",aron,"n,",",","o,e","n,",ось,ла,
ACTION_RESULT_HP_UP,{target} recovered {value} HP!,{target} récupère {value} PV ¦,{target} recupera {value} PS!,{target}の　ＨＰが　{value}かいふくした！,{target}{t0} HP를 {value}만큼 회복했다!,¡{target} recuperó {value} PV!,¡{target} ha recuperado {value} PV!,{target} recuperou {value} HP!,{target} odzyskał{t4} {value} HP!,{target} stellte {value} KP wieder her!,{target} восстановил{t6} {value} ОЗ!,{target} віднови{t6} {value} ОЗ!,
ACTION_RESULT_HP_MAX,{target}'s HP was maxed out!,Tous les PV {t4}{target} ont été récupérés ¦,{target} recupera tutti i PS!,{target}の　ＨＰがまんたんになった！,{target}의 HP가 가득 찼다!,¡Los PV {t4}{target} están al máximo!,¡Los PV {t4}{target} están al máximo!,O HP de {target} foi completamente recuperado!,HP {t1} zostało wypełnione!,KP von {target} sind voll!,{target} полностью восстановил{t6} здоровье!,ОЗ {t1} повністю відновлено!,
ACTION_RESULT_PP_UP,{target} recovered {value} PP!,{target} récupère {value} PP ¦,{target} recupera {value} PP!,{target}の　ＰＰが　{value}かいふくした！,{target}{t0} PP를 {value}만큼 회복했다!,¡{target} recuperó {value} PP!,¡{target} ha recuperado {value} PP!,{target} recuperou {value} PP!,{target} odzyskał{t4} {value} PP!,{target} stellte {value} PP wieder her!,{target} восстановил{t6} {value} ОП!,{target} віднови{t6} {value} ОП!,
ACTION_RESULT_PP_MAX,{target}'s PP was maxed out!,Tous les PP {t4}{target} ont été récupérés ¦,{target} recupera tutti i PP!,{target}の　ＰＰがまんたんになった！,{target}의 PP가 가득 찼다!,¡Los PP {t4}{target} están al máximo!,¡Los PP {t4}{target} están al máximo!,O PP de {target} foi completamente recuperado!,PP {t1} zostało wypełnione!,PP von {target} sind voll!,{target} восстановил{t6} все ОП!,ОП {t1} повністю відновлено!,
ACTION_RESULT_STAT_UP,{target}'s {stat} increased by {value}!,{stat} {t4}{target} augmente de {value} ¦,{stat} di {target} aumenta{st0} di {value}!,{target}の　{stat}が　{value}あがった！,{target}의 {stat}{st1} {value}만큼 증가했다!,¡{stat} de {target} aument{st0} en {value}!,¡{stat} de {target} ha{st0} aumentado en {value}!,{stat} de {target} aumento em {value}!,{stat} {t1} został{st0} zwiększon{st1} o {value}!,{stat} {t7} {t12} erhöhte{st0} sich um {value}!,{stat} {t1} повысил{st0} на {value} единиц{v1}!,{stat} {t1} підня{st0}ся на {value}!,
ACTION_RESULT_HEAL_ASTHMA,{target}'s asthma attack went away!,La crise d'asthme {t4}{target} est passée ¦,L'attacco d'asma di {target} è passato!,{target}の　ぜんそくが　なおった！,{target}의 천식이 사라졌다!,¡{target} vuelve a respirar con normalidad!,¡{target} vuelve a respirar con normalidad!,A crise de asma de {target} passou!,Astma {t1} ustąpiła!,{t11} Asthmaanfall endete!,Приступ астмы {t1} прошёл!,Напад астми {t1} пройшов!,
ACTION_RESULT_HEAL_BLINDED,{target} could see again!,{target} recouvre la vue ¦,{target} ci vede di nuovo!,{target}のめは　スッキリした！,{target}{t0} 가려진 시야를 회복했다!,¡{target} pudo ver otra vez!,¡{target} puede ver de nuevo!,{target} voltou a enxergar!,{target} może znowu widzieć!,{target} konnte wieder sehen.,{target} снова видит!,{target} знову може бачити!,
ACTION_RESULT_HEAL_BURNED,{target}'s burns went away!,Les brûlures disparaissent du corps {t4}{target} ¦,{target} non è più scottat{t6}!,{target}の　ほのおがきえた！,{target}의 불길이 잦아들었다!,¡Las quemaduras {t4}{target} desaparecieron!,¡Las quemaduras {t4}{target} han desaparecido!,As chamas d{t4} {target} apagaram!,Oparzenia {t1} zniknęły!,{t11} Verbrennung verschwand!,{target} больше не горит!,Опіки {t1} пройшли!,
ACTION_RESULT_HEAL_COLD,{target}'s cold went away!,Le rhume {t4}{target} est passé ¦,{target} non ha più il raffreddore!,{target}の　カゼがなおった！,{target}{t0} 감기가 나았다!,¡El resfriado {t4}{target} desapareció!,¡El resfriado {t4}{target} ha desaparecido!,{target} melhorou do resfriado!,Przeziębienie {t1} zniknęło!,{t11} Erkältung verschwand!,{target} выздоровел{t6}!,{target} вилікува{t6}ся!,
ACTION_RESULT_HEAL_CONFUSED,{target} returned to {t4} senses!,{target} a retrouvé ses esprits ¦,{target} non è più confus{t6}!,{target}は　きぶんが　よくなった！,{target}{t0} 정신을 차렸다!,¡{target} ya no está confundid{t6}!,¡{target} ya no está confus{t6}!,{t0}{target} não está mais confus{t4},{target} nie jest już zdezorientowan{t5}!,{target} kam wieder zur Besinnung!,{target} больше не дезориентирован{t6}!,{target} більше не розгублен{t7}.,
ACTION_RESULT_HEAL_FORGETFUL,{target} regained {t4} memory!,{target} a retrouvé la mémoire ¦,{target} ha riacquistato la memoria!,{target}は　とくぎを　おもいだした！,{target}{t0} 기억을 되찾았다!,¡{target} ha recuperado la memoria!,¡{target} ha recuperado la memoria!,{target} recuperou a memória!,{target} odzyskał{t4} swoją pamięć!,{target} kann sich wieder erinnern!,{target} всё вспомнил{t6}!,{target} все згада{t6}!,
ACTION_RESULT_HEAL_MUSHROOMIZED,The mushroom fell off {target}'s head!,Le champignon est tombé de la tête {t4}{target} ¦,{target} non ha più un fungo sulla testa!,キノコが{target}の　あたまから　はずれた！,{target}의 머리에서 버섯이 떨어졌다!,¡El champiñón se cayó de la cabeza de {target}!,¡El champiñón se ha caído de la cabeza de {target}!,O cogumelo caiu da cabeça d{t4} {target}!,Grzyb spadł {t2} z głowy!,Der Pilz fiel von {t11} Kopf!,Гриб с головы {t1} отвалился!,Гриб з голови {t1} відпав!,
ACTION_RESULT_HEAL_NAUSEA,{target} is no longer nauseous!,{target} n'a plus la nausée ¦,{target} non ha più la nausea!,{target}の　わるいきぶんが　きえた！,{target}{t0} 속이 나아졌다!,¡{target} ya no siente náuseas!,¡{target} ya no siente náuseas!,{target} não está mais com náusea!,{target} nie ma już mdłości!,{target} ist nicht mehr übel!,{t3} больше не тошнит!,{t3} більше не нудить!,
ACTION_RESULT_HEAL_NUMB,{target} was able to move again!,{target} peut de nouveau bouger ¦,{target} riesce di nuovo a muoversi!,{target}の　しびれがとれた！,{target}{t0} 마비가 풀렸다!,¡{target} pudo moverse de nuevo!,¡{target} puede moverse de nuevo!,{target} pode se mover de novo!,{target} odzyskał{t4} czucie!,"{target} war fähig, sich wieder zu bewegen!",{target} снова может двигаться!,{target} знову може рухатись!,
ACTION_RESULT_HEAL_POISONED,The poison was removed from {target}'s body!,Le poison a été éliminé du corps {t4}{target} ¦,{target} non è più avvelenat{t6}!,どくが　{target}の\nからだから　きれいさっぱりきえた！,{target}{t0} 독이 사라졌다!,¡El veneno fue eliminado del cuerpo de {target}!,¡El veneno ha sido eliminado del cuerpo de {target}!,O veneno foi removido do corpo de {target}!,Trucizna została usunięta z ciała {t1}!,Das Gift verschwand aus {t11} Körper.,{target} избавил{t8} от яда в организме!,{target} позбу{t6}ся отрути з організму!,
ACTION_RESULT_HEAL_SLEEPING,{target} woke up!,{target} se réveille ¦,{target} si è svegliat{t6}!,{target}は　おきた！,{target}{t0} 잠에서 깨어났다!,¡{t0}{target} se despertó!,¡{target} se ha despertado!,{target} acordou!,{target} obudził{t4} się!,{target} wachte auf!,{target} проснул{t8}!,{target} прокину{t6}ся!,
ACTION_RESULT_HEAL_STONE,{target} softened up!,{target} n'est plus pétrifié{t6} ¦,{target} non è più pietrificat{t6}!,{target}は　やわらかくなった！,{target}{t0} 다시 부드러워졌다!,¡{target} ya no está petrificad{t6}!,¡{target} ya no está petrificad{t6}!,{target} amoleceu!,{target} został{t4} zmiękczon{t5}!,{target} ist nicht mehr versteinert!,{target} — больше не камень!,{target} вже більше не камінь!,
ACTION_RESULT_HEAL_SUNSTROKED,{target} no longer has sunstroke!,L'insolation {t4}{target} est passée ¦,{target} non è più ustionat{t6}!,{target}は　にっしゃびょうから　かいふくした！,{target}의 일사병이 치료됐다!,¡{target} ya no tiene insolación!,¡A {target} se le ha ido la insolación!,{target} não está mais com insolação!,{target} pozbył{t4} się udaru słonecznego!,{target} hat keinen Sonnenstich mehr!,{target} вылечил{t8} от солнечного удара!,{target} вилікува{t6}ся від сонячного удара!,
ACTION_RESULT_HEAL_UNCONSCIOUS,{target} was revived!,{target} revient à la vie ¦,{target} è stato rianimat{t6}!,{target}を　カムバックさせた！！！,{target}{t0} 부활했다!,¡{target} fue revivid{t6}!,¡{target} ha sido revivid{t6}!,{target} foi reanimad{t4}!,{target} został{t4} wskrzeszon{t5}!,{target} wurde wiederbelebt!,{target} очнул{t8}!,{target} поверну{t6}ся до свідомості!,
ACTION_RESULT_HEAL_ASTHMA_FAIL,{target} does not have asthma.,{target} n'a pas d'asthme.,{target} non sta soffrendo d'asma.,{target}には　ぜんそくがない。,{target}{t0} 천식이 없다.,{target} no tiene asma.,{target} no tiene asma.,{target} não está com asma.,{target} nie ma astmy.,{target} hat keinen Asthmaanfall.,У {t1} нет приступа астмы.,У {t1} немає астматичного нападу.,
ACTION_RESULT_HEAL_BLINDED_FAIL,{target} is not blinded.,{target} n'est pas aveuglé{t6}.,{target} ci vede bene.,{target}は　すでに　めがみえている！,{target}{t0} 시야가 잘 보인다.,{target} no tiene ceguera.,{target} no tiene ceguera.,{target} não está enxergando mal.,{target} nie jest oślepion{t5}.,{target} ist nicht blind.,{target} не ослепл{t7}.,{target} не осліплен{t7}.,
ACTION_RESULT_HEAL_BURNED_FAIL,{target} is not burning.,{target} n'est pas en train de brûler.,{target} non sta andando a fuoco.,,{target}{t0} 불에 타지 않았다.,{target} no se está quemando.,{target} no se está quemando.,{target} não está queimando.,{target} nie ma oparzeń.,{target} hat keine Verbrennung.,{target} не горит.,У {t1} немає опіків.,
ACTION_RESULT_HEAL_COLD_FAIL,{target} doesn't have a cold.,{target} n'est pas enrhumé{t6}.,{target} non è raffreddat{t6}.,{target}は　かぜをひいていない。,{target}{t0} 감기에 걸리지 않았다.,{target} no está resfriad{t6}.,{target} no está resfriad{t6}.,{target} não está resfriad{t4}.,{target} nie jest przeziębion{t5}.,{target} hat keine Erkältung.,{target} не простужен{t6}.,{target} не застуджен{t7}.,
ACTION_RESULT_HEAL_CONFUSED_FAIL,{target} is not confused.,{target} a déjà les idées claires.,{target} non è confus{t6}.,{target}は　こんらんしていない。,{target}{t0} 혼란에 빠지지 않았다.,{target} no está confundid{t6}.,{target} no está confus{t6}.,{target} não está confus{t4}.,{target} nie jest zdezorientowan{t5}.,{target} ist nicht verwirrrt.,{target} не дезориентирован{t6}.,{target} не розгублен{t7}.,
ACTION_RESULT_HEAL_FORGETFUL_FAIL,{target} is not forgetful.,{target} a déjà toute sa mémoire.,{target} non è smemorat{t6}.,{target}は　どわすれしていない。,{target}{t0} 건망증에 걸리지 않았다.,{target} no se siente olvidadiz{t6}.,{target} no se siente olvidadiz{t6}.,{target} não está esquecid{t4}.,{target} nie ma problemów z pamięcią.,{target} ist nicht vergesslich.,{target} ничего не забывал{t6}.,{target} не забудькуват{t7}.,
ACTION_RESULT_HEAL_MUSHROOMIZED_FAIL,{target} doesn't have a mushroom on {t4} head.,{target} n'a pas de champignon sur la tête.,{target} non ha un fungo sulla testa.,{target}に　キノコがはえていない。,{target}의 머리에는 버섯이 없다.,{target} no tiene un champiñón en la cabeza.,{target} no tiene un champiñón en la cabeza.,{target} não tem um cogumelo na cabeça.,{target} nie ma grzyba na swojej głowie.,{target} hat kein Pilz auf {t4}em Kopf.,На голове {t1} нет гриба.,У {t1} немає гриба на голові,
ACTION_RESULT_HEAL_NAUSEA_FAIL,{target} doesn't feel nauseous.,{target} n'a pas la nausée.,{target} non ha la nausea.,{target}は　どんよりしていない。,{target}{t0} 속이 메스껍지 않다.,{target} no siente náuseas.,{target} no siente náuseas.,{target} não está com enjoad{t4}.,{target} nie czuje mdłości.,{target} ist nicht übel.,{t3} не тошнит.,{t3} не нудить.,
ACTION_RESULT_HEAL_NUMB_FAIL,{target} is not numb.,{target} n'est pas engourdi{t6}.,{target} non si sente intorpidit{t6}.,,{target}{t0} 마비에 걸리지 않았다.,{target} no se siente entumecid{t6}.,{target} no se siente entumecid{t6}.,{target} não está com dormência.,{target} nie jest odrętwiał{t5}.,{target} ist nicht benommen.,У {t1} нет паралича.,У {t1} нема паралічу.,
ACTION_RESULT_HEAL_POISONED_FAIL,{target} is not poisoned.,{target} n'est pas empoisonné{t6}.,{target} non è avvelenat{t6}.,{target}に　どくがない。,{target}{t0} 중독되지 않았다.,{target} no está envenenad{t6}.,{target} no está envenenad{t6}.,{target} não está envenenad{t4}.,{target} nie jest zatrut{t5}.,{target} ist nicht vergiftet.,{target} не отравлен{t6}.,{target} не отруєн{t7}.,
ACTION_RESULT_HEAL_SLEEPING_FAIL,{target} is not sleeping.,{target} n'est pas endormi{t6}.,{target} non sta dormendo.,{target}は　ねむっていない。,{target}{t0} 자고 있지 않다.,{target} no está dormid{t6}.,{target} no está dormid{t6}.,{target} não está dormindo.,{target} nie śpi.,{target} schläft nicht.,{target} не спит.,{target} не спить.,
ACTION_RESULT_HEAL_STONE_FAIL,{target} hasn't been turned into stone.,{target} n'est pas pétrifié{t6}.,{target} non è pietrificat{t6}.,{target}は　いしにされていない。,{target}{t0} 석화되지 않았다.,{target} no esta petrificado.,{target} no esta petrificad{t6}.,{target} não está petrificad{t4},{target} nie został{t4} zmienion{t5} w kamień.,{target} wurde nicht versteinert!,{target} не обращ{t7} в камень.,{target} не перетворюва{t6}ся на камінь.,
ACTION_RESULT_HEAL_SUNSTROKED_FAIL,{target} does not suffer from sunstroke.,{target} ne souffre pas d'insolation.,{target} non è ustionat{t6}.,{target}は　にっしゃびょうになっていない。,{target}{t0} 일사병에 걸리지 않았다.,{target} ya no tiene insolación.,{target} ya no tiene insolación.,{target} não está com insolação.,{target} nie cierpi na udar słoneczny.,{target} erleidet keinen Sonnenstich.,{target} не получал{t6} солнечного удара.,{target} не має сонячного удара.,
ACTION_RESULT_HEAL_NONE,It has no effect on {target}.,Ça n'a aucun effet sur {target}.,Non ha effetto su {target}.,{target}には　こうかが なかった。,{target}에게는 아무런 효과가 없다.,No tiene efecto en {target}.,No ha tenido efecto en {target}.,Não houve efeito n{t4} {target},Nie miało to efektu na {t3}.,Dies hatte keinen Effekt auf {target}.,{target} не почувствовал{t6} изменений.,{target} не відчу{t6} змін.,
ACTION_RESULT_HEAL_ALL,{target} was healed of all statuses!,{target} est guéri{t6} de toutes ses altérations d'état ¦,{target} guarisce da tutti gli stati alterati!,{target}の　じょうたいいじょうが　きえた！,{target}의 상태가 완전히 회복되었다!,¡{target} fue curad{t6} de todos sus estados!,¡{target} ha sido curad{t6} de todos sus estados!,{target} foi curad{t4} de todas as condições!,{target} został{t4} wyleczon{t5} ze swoich statusów!,{t11} ganzen Zustände wurden geheilt!,{target} избавил{t8} от всех недугов!,{target} вилікува{t6}ся від усіх недуг!,
ACTION_RESULT_TRANSFORM_BREAD,The Bread turned into Crumbs!,Le pain a été réduit en miettes ¦,Il Pane è diventato Briciole!,パンは　パンくずになった！,빵을 으깨 부스러기로 만들었다!,¡El Pan se convirtió en Migajas!,¡El Pan se convirtió en Migas!,O Pão Francês virou Migalhas!,Chleb zamienił się w Okruchy!,Das Brot wurde zu Krümeln!,Хлеб раскрошен!,Хліб став крихтами!,
ACTION_RESULT_FAIL_CANDY,{target} won't eat {i1}{item}.,{target} ne peut pas manger {i1}{item}.,{target} non vuole {i1}{item}.,{target}は{item}をつかえない。,{target}{t0} {item}{i2} 먹고 싶지 않아 한다.,{target} no puede comer {i1}{item}.,{target} no se puede comer {i1}{item}.,{target} não quer comer {i1}{item}.,{target} nie zje {i1}.,{target} will k{i4} {item} essen.,{target} не может съесть {i3}.,{target} не їстиме {i3}.,
ACTION_RESULT_FAIL_CAPSULE,{target} won't swallow {i1}{item}.,{target} ne peut pas avaler {i1}{item}.,{target} non vuole {i1}{item}.,{target}は{item}をつかえない。,{target}{t0} {item}{i2} 삼키고 싶지 않아 한다.,{target} no puede tomar {i1}{item}.,{target} no se puede tomar {i1}{item}.,{target} não quer tomar {i1}{item}.,{target} nie połknie {i1}.,{target} will k{i4} {item} schlucken.,{target} не может принять {i3}.,{target} не проковтне {i3}.,
INLINE_AILMENT_ASTHMA,Asthma,en pleine crise d'asthme,In crisi d'asma,ぜんそく,천식,del asma,del asma,da Asma,Astma,Asthma,астмы,астма,
INLINE_AILMENT_BLINDED,Blind,aveuglé{t6},Accecat{t6},もうもく,시야방해,de la ceguera,de la ceguera,da Cegueira,Oślepienie,Blindheit,слепоты,сліпота,
INLINE_AILMENT_BURNED,Burned,brûlé{t6},Scottat{t6},やけど,화상,del quemado,del quemado,da Queimadura,Oparzenie,Verbennung,горения,опік,
INLINE_AILMENT_COLD,Cold,enrhumé{t6},Raffreddat{t6},かぜ,감기,del resfriado,del resfriado,do Resfriado,Przeziębienie,Erkältung,простуды,застуда,
INLINE_AILMENT_CONFUSED,Confused,confus{t6},Confus{t6},こんらん,혼란,de la confusión,de la confusión,da Confusão,Zdezorientowanie,Verwirrung,дезориентации,дезорієнтація,
INLINE_AILMENT_FORGETFUL,Forgetful,oublieu{t8},Smemorat{t6},どわすれ,망각,del olvido,del olvido,do Esquecimento,Zapomnienie,Vergesslichkeit,забывчивости,забудькуватість,
INLINE_AILMENT_NAUSEA,Nausea,nauséeu{t8},Nauseat{t6},どんより,구역질,de la náusea,de las náuseas,da Náusea,Mdłości,Schwindel,тошноты,нудота,
INLINE_AILMENT_NUMB,Numb,engourdi{t6},Intorpidit{t6},しびれ,마비,del entumecimiento,del entumecimiento,da Dormência,Odrętwienie,Betäubung,паралича,параліч,
INLINE_AILMENT_POISONED,Poisoned,empoisonné{t6},Avvelenat{t6},どく,중독,del envenenamiento,del envenenamiento,do Envenenamento,Zatrucie,Vergiftung,отравления,отруєння,
INLINE_AILMENT_SLEEPING,Sleeping,endormi{t6},Addormentat{t6},ねむり,수면,de la somnolencia,de la somnolencia,do Sono,Senność,Schlaf,сна,сон,
INLINE_AILMENT_SUNSTROKED,Sunstroked,frappé{t6} d'insolation,Ustionat{t6},にっしゃびょう,일사병,de la insolación,de la insolación,da Insolação,Udar słoneczny,Sonnenstich,солнечного удара,сонячний удар,
INLINE_AILMENT_MUSHROOMIZED,Mushroomized,champignonneu{t8},Funghizzat{t6},キノコ,버섯화,de la champiñonización,de la champiñonización,do Cogumelo,Zagrzybienie,Verpilzung,грибофикации,грибофікація,
INLINE_AILMENT_UNCONSCIOUS,Unconscious,évanoui{t6},Priv{t6} di sensi,きぜつ,기절,inconsciente,de la inconsciencia,Inconsciente,Nieprzytomność,Bewusstlosigkeit,потери сознания,непритомність,
ARTICLES_NUMBERS,[plur_num:{0}::s],[plur_num:{0}::s],"[plur_num:{0}:o:i],[plur_num:{0}:a:e]",,"[ko_part:{0}:0],[ko_part:{0}:1],[ko_part:{0}:2],[ko_part:{0}:3],[ko_part:{0}:4]","[plur_num:{0}::s],[plur_num:{0}::es]","[plur_num:{0}::s],[plur_num:{0}::n]",[plur_num:{0}::s],"[pl_num:{0}:o:y:o],[pl_num:{0}:cie:cia:ć]",[plur_num:{0}::en],"[slav_num:{0}:е:ы:],[slav_num:{0}:у:ы:],[slav_num:{0}::а:],[slav_num:{0}:е:я:й]","[slav_num:{0}:і:і:ь],[slav_num:{0}:ю:і:ь],[slav_num:{0}:ня:ь:ь],[slav_num:{0}:ко:ка:ок]",
WORD_SEPARATOR, ,,,　, ,,,,,,,,
$_LEFT,$ ,​,​,$ ,$ ,$ ,​,$ ,​,​,​,​,
$_RIGHT,​, $, $,​,​,​, $,​, $, $, $, $,
SYMBOL_BULLET_MAIN,@ ,@ ,@ ,[color=#ea8b2c]＠[/color],[color=#ea8b2c]＠[/color],@ ,@ ,@ ,@ ,@ ,@ ,@ ,
SYMBOL_BULLET_BATTLE,@ ,@ ,@ ,[color=#ea8b2c]＠[/color],[color=#ea8b2c]＠[/color],@ ,@ ,@ ,@ ,@ ,@ ,@ ,
SYMBOL_BULLET_NAMING,@,@,@,￢,￢,@,@,@,@,@,@,@,
SYMBOL_DOT,`,,,｀,｀,,,,,,,,
SYMBOL_ELLIPIS,…,,,⋯,…,,,,,,,,
