key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
DIALOGUE_PODUNK_PIPPISMOM_MAYOR_SPEAKER_Mrs._Lindgren,Mrs. Lindgren,Mᵐᵉ Lindgren,Sig.ra Lindgren,リンドグレーンさん,린드그렌 부인,Sra. Lindgren,Sra. Lindgren,Sra. Lindgren,Pani Lindgren,Frau Lindgren,Миссис Линдгрен,Місіс Ліндгрен,
DIALOGUE_PODUNK_PIPPISMOM_THANKS_0,"[@]I want to thank you again for your help.[WAIT@][Pippi] is fine now, but all she talks about now is you![WAIT@]You should play with her again someday.","[@]J'aimerais te remercier une fois de plus pour ton aide.[WAIT@][Pippi] va mieux maintenant, mais elle ne parle plus que de toi ![WAIT@]Tu devrais jouer avec elle, un de ces jours.","[@]Grazie ancora per l'aiuto.[WAIT@][Pippi] sta bene ora, ma non fa altro che parlare di te![WAIT@]Torna a giocare, qualche volta.",[@]あなたは　[Pippi]ちゃんのおんじんよ！[WAIT@]いつも[Ninten]くんの\nことを　はなしているわ。[WAIT@]あのこも　よろこぶとおもうから\nまたいつでも　あそびにきてちょうだいね。,[@]다시 한번 고마워.[WAIT@][Pippi][ko_part:Pippi:0] 하루 종일 네 얘기만 한단다.[WAIT@]나중에 마을에 다시 온다면 꼭 들려주렴?,"[@]Quiero agradecerte nuevamente por tu ayuda.[WAIT@][Pippi] ya está bien, ¡pero ahora no hace más que hablar sobre ti![WAIT@]Deberías volver a jugar con ella algún día.","[@]Quiero agradecerte de nuevo por la ayuda.[WAIT@][Pippi] ya está bien, ¡pero ahora no hace más que hablar sobre ti![WAIT@]Deberías volver a jugar con ella algún día.","[@]Eu quero te agradecer de novo pela sua ajuda.[WAIT@][Pippi] está bem agora, mas agora ela só fala sobre você![WAIT@]Vocês deveriam brincar de novo qualquer dia.","[@]Chcę ci jeszcze raz podziękować za pomoc.[WAIT@][Pippi] czuje się już dobrze, ale teraz mówi tylko o tobie![WAIT@]Powinieneś się z nią jeszcze kiedyś pobawić.","[@]Ich möchte mich nochmal für deine Hilfe bedanken.[WAIT@][Pippi] geht es gut, aber sie redet nur noch über dich![WAIT@]Du solltest irgendwann mal wieder mit ihr spielen.",[@]Ещё раз огромное спасибо тебе за помощь.[WAIT@][Pippi] всё время говорит только о тебе![WAIT@]Когда-нибудь вам стоит ещё раз вместе поиграть.,[@]Ще раз величезне спасибі тобі за допомогу.[WAIT@][Pippi] весь час тільки про тебе й говорить![WAIT@]Колись вам варто ще пограти разом.,
DIALOGUE_PODUNK_PIPPISMOM_THANKS_SPEAKER_Mrs._Lindgren,Mrs. Lindgren,Mᵐᵉ Lindgren,Sig.ra Lindgren,リンドグレーンさん,린드그렌 부인,Sra. Lindgren,Sra. Lindgren,Sra. Lindgren,Pani Lindgren,Frau Lindgren,Миссис Линдгрен,Місіс Ліндгрен,
DIALOGUE_PODUNK_PODUNK_BURGER_SHOP_0,[@]Welcome! Would you like to see what's on our menu?,[@]Bienvenue ! Tu veux jeter un œil à notre carte ?,[@]Benvenuto! Vuoi vedere il menù?,[@]いらっしゃいませ。\nこちらのメニューをごらんください。,"[@]어서 오세요, 메뉴판 한번 보시겠어요?",[@]¡Bienvenido[if party:plural]s[/if]! ¿[if party:singular]Te[else]Les[/if] gustaría ver lo que tenemos en\nel menú?,[@]¡Bienvenido[if party:plural]s[/if]! ¿[if party:singular]Te[else]Os[/if] gustaría ver lo que tenemos en\nel menú?,[@]Bem-vindo! Gostaria de ver o nosso menu?,"[@]Witamy! Chce[if party:plural]cie[else]sz[/if] zobaczyć, co jest w naszym menu?",[@]Willkommen! [if party:plural]Möchtet ihr[else]Möchtest du[/if] auf unsere Karte schauen?,"[@]Здравствуйте! Вот, это наше меню.","[@]Ласкаво просимо! Хочете побачити, що у нас в меню?",
DIALOGUE_PODUNK_PODUNK_BURGER_SHOP_2,[@]Thank you for coming!,[@]Merci pour ta visite !,"[@]Grazie, arrivederci!",[@]ありがとうございました！\nまたおこしくださいませ！,"[@]안녕히 가세요, 감사합니다~",[@]¡Gracias por venir!,[@]¡Gracias por venir!,[@]Tenha um bom dia!,[@]Serdecznie dziękujemy za wizytę!,[@]Danke für's Kommen!,[@]Приходите ещё!,[@]Заходьте ще!,
DIALOGUE_PODUNK_PODUNK_BURGER_SHOP_SPEAKER_Katie,Katie,Katie,Katie,ケイティ,케이티,Katie,Katie,Katie,Katie,Katie,Кэйти,Кейті,
DIALOGUE_PODUNK_PODUNK_DRUG_STORE_0,[@]Welcome! What would you like?,[@]Bienvenue ! Qu'est-ce qui te ferait plaisir ?,[@]Benvenuto! Cosa desideri?,[@]いらっしゃいませ。\nなにを　さしあげましょう？,[@]어서 오세요! 한번 둘러보시겠어요?,[@]¡Bienvenido! ¿Qué necesitas?,[@]¡Bienvenido! ¿Qué necesitas?,[@]Bem-vindo! Precisa de alguma coisa?,[@]Witamy! Czego sobie życzy[if party:plural]cie[else]sz[/if]?,[@]Willkommen! Was hätte[if party:plural]t ihr[else]st du[/if] gerne?,[@]Здравствуйте! Что вам нужно?,[@]Ласкаво просимо! Що вам потрібно?,
DIALOGUE_PODUNK_PODUNK_DRUG_STORE_2,[@]Have a nice day!,[@]Passe une bonne journée !,[@]Buona giornata!,[@]ありがとうございました。\nまたおこしくださいませ　うっふん。,[@]좋은 하루 보내세요~,[@]¡Que tengas un buen día!,[@]¡Que tengas un buen día!,[@]Agradecemos a sua visita!,[@]Miłego dnia!,[@]Hab[if party:plural]t[/if] einen schönen Tag!,[@]Хорошего дня!,[@]Бажаю гарного дня!,
DIALOGUE_PODUNK_PODUNK_DRUG_STORE_SPEAKER_Jane,Jane,Jane,Jane,ジェーン,제인,Jane,Jane,Jane,Jane,Jane,Джейн,Джейн,
DIALOGUE_PODUNK_PODUNK_FOOD_STORE_0,[@]Welcome! What would you like?,[@]Bienvenue ! Qu'est-ce qui te ferait plaisir ?,[@]Benvenuto! Cosa desideri?,[@]いらっしゃいませ。\nなにを　さしあげましょう？,[@]어서 오세요! 한번 둘러보시겠어요?,[@]¡Bienvenido! ¿Qué te gustaria ordenar?,[@]¡Bienvenido! ¿Qué te gustaría tomar?,[@]Bem-vindo! Precisa de alguma coisa?,[@]Witamy! Czego sobie życzy[if party:plural]cie[else]sz[/if]?,[@]Willkommen! Was hätte[if party:plural]t ihr[else]st du[/if] gerne?,[@]Здравствуйте! Что вам нужно?,[@]Ласкаво просимо! Що вам потрібно?,
DIALOGUE_PODUNK_PODUNK_FOOD_STORE_2,[@]Have a nice day!,[@]Passe une bonne journée !,[@]Buona giornata!,[@]ありがとうございました。\nまたおこしくださいませ　うっふん。,[@]좋은 하루 보내세요~,[@]¡Que tengas un buen día!,[@]¡Que tengas un buen día!,[@]Volte sempre!,[@]Miłego dnia!,[@]Hab[if party:plural]t[/if] einen schönen Tag!,[@]Хорошего дня!,[@]Бажаю гарного дня!,
DIALOGUE_PODUNK_PODUNK_FOOD_STORE_SPEAKER_Marcie,Marcie,Marcie,Marcie,マーシー,마르시아,Marcie,Marcie,Marcie,Marcie,Marcie,Марси,Марсі,
DIALOGUE_PODUNK_PODUNK_SPORTS_SHOP_0,[@]Welcome! What would you like?,[@]Bienvenue ! Qu'est-ce qui te ferait plaisir ?,[@]Benvenuto! Cosa desideri?,[@]いらっしゃいませ。\nなにを　さしあげましょう？,[@]어서 오세요! 한번 둘러보시겠어요?,[@]¡Bienvenido! ¿Qué necesitas?,[@]¡Bienvenido! ¿Qué necesitas?,[@]Bem-vindo! Precisa de alguma coisa?,[@]Witamy! Czego sobie życzy[if party:plural]cie[else]sz[/if]?,[@]Willkommen! Was hätte[if party:plural]t ihr[else]st du[/if] gerne?,[@]Здравствуйте! Что вам нужно?,[@]Ласкаво просимо! Що вам потрібно?,
DIALOGUE_PODUNK_PODUNK_SPORTS_SHOP_2,[@]Have a nice day!,[@]Passe une bonne journée !,[@]Buona giornata!,[@]ありがとうございました。\nまたおこしくださいませ　うっふん。,[@]좋은 하루 보내세요~,[@]¡Que tengas un buen día!,[@]¡Que tengas un buen día!,[@]Tenha um bom dia!,[@]Miłego dnia!,[@]Hab[if party:plural]t[/if] einen schönen Tag!,[@]Хорошего дня!,[@]Бажаю гарного дня!,
DIALOGUE_PODUNK_PODUNK_SPORTS_SHOP_SPEAKER_Iris,Iris,Iris,Iris,アイリス,아이리스,Iris,Iris,Iris,Iris,Iris,Ирис,Іріс,
DIALOGUE_PODUNK_PODUNKHOTEL_0,[@]Welcome to the Podunk Hotel.,[@]Bienvenue à l'hôtel de Podunk.,[@]Benvenuto all'Hotel Podunk.,[@]いらっしゃいませ。,[@]마더즈데이 호텔에 오신 걸 환영합니다.,[@]Bienvenido[if party:plural]s[/if] al Hotel de Podunk.,[@]Bienvenido[if party:plural]s[/if] al hotel de Podunk.,[@]Bem-vindo ao Hotel de Podunk.,[@]Witamy w hotelu Podunk.,[@]Willkommen im Hotel Podunk.,[@]Добро пожаловать в отель Поданка.,[@]Ласкаво просимо до готелю Поданку.,[@] Welcome to the Mother's Day Hotel.
DIALOGUE_PODUNK_PODUNKHOTEL_1,[@]We offer a stay for $50.,"[@]Ici, c'est 50 $ la nuit.",[@]Una notte costa 50 $.,[@]ひとばん　５０ドルになります。,[@]저희 호텔은 50달러에 숙박을 제공하고 있습니다.,[@]Ofrecemos una estancia por $50.,[@]Ofrecemos una estancia por 50$.,[@]Oferecemos uma estadia por $50.,[@]Oferujemy pobyt za 50$.,[@]Eine Nacht kostet 50 $.,[@]Стоимость номера на одну ночь — 50 $.,[@]Вартість номера на одну ніч — 50 $.,
DIALOGUE_PODUNK_PODUNKHOTEL_2,[@]Will you be staying with us for the night?,[@]Tu veux une chambre ?,[@]Vuoi prendere una stanza per oggi?,[@]おとまりになりますか？,[@]하룻밤 묵으시겠어요?,[@]¿[if party:singular]Te quedarás[else]Se quedarán[/if] con nosotros esta noche?,[@]¿[if party:singular]Quieres[else]Queréis[/if] una habitación?,[@]Gostaria de passar uma noite aqui?,[@]Czy zostanie[if party:plural]cie[else]sz[/if] u nas na noc?,[@]Möchte[if party:plural]t ihr[else]st du[/if] eine Nacht hier bleiben?,[@]Хотите переночевать?,[@]Бажаєте заночувати?,
DIALOGUE_PODUNK_PODUNKHOTEL_2-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,
DIALOGUE_PODUNK_PODUNKHOTEL_2-OPT_1,No,Non,No,いいえ,아니오,No,No,Não,Nie,Nein,Нет,Ні,
DIALOGUE_PODUNK_PODUNKHOTEL_5,[@]Have a nice stay.,[@]Passe un agréable séjour.,[@]Buon soggiorno.,[@]では　ごゆっくり。,[@]좋은 밤 보내세요~,[@]Que tengas una buena estancia.,[@]Que [if party:singular]tengas[else]tengáis[/if] una buena estancia.,[@]Tenha uma boa estadia.,[@]Życzymy miłego pobytu.,[@]Hab[if party:plural]t[/if] einen angenehmen Aufenthalt.,[@]Приятного отдыха.,[@]Приємного відпочинку.,
DIALOGUE_PODUNK_PODUNKHOTEL_7,"[@]During the night, [Lloyd] fixed the broken item.","[@]Pendant la nuit, [Lloyd] a réparé un objet cassé.","[@]Nella notte, [Lloyd] ha riparato l'oggetto rotto.",[@][Lloyd]は　よなべして\nBroken Itemを　なおした。,[@]밤 중에 [Lloyd][ko_part:Lloyd:0] 망가진 물건을 손봤다.,"[@]Durante la noche, [Lloyd] arregló un objeto roto.","[@]Durante la noche, [Lloyd] arregló el objeto roto.","[@]Durante a noite, [Lloyd] consertou o item quebrado.",[@]W ciągu nocy [Lloyd] naprawił zepsuty sprzęt.,[@]In der Nacht reparierte [Lloyd] den kaputten Gegenstand.,[@]За ночь [Lloyd] починил сломанную вещь.,[@]За ніч [Lloyd] полагодив зламану річ.,
DIALOGUE_PODUNK_PODUNKHOTEL_8,[@]Broken Item turned into Fixed Item.,[@]L'Objet cassé est devenu un Objet réparé.,[@]L'Oggetto rotto è adesso un Oggetto riparato.,[@]Broken Itemは\nFixed Itemだった。,[@]망가진 물건이 수리됐다.,[@]Broken Item se tornó en un Item reparado.,[@]Broken Item se convirtió en Fixed Item.,[@]O Item Quebrado se tornou o Item Consertado.,[@]Zepsuty Sprzęt zamienił się w Naprawiony Sprzęt.,[@]Kaputter Gegenstand wurde ein Reparierter Gegenstand.,[@]Сломанная вещь стала починенной вещью.,[@]Зламана річ стала полагодженою річчю.,
DIALOGUE_PODUNK_PODUNKHOTEL_12,[@]Goodbye!,[@]Au revoir !,[@]Arrivederci!,[@]おはようございます。\nまた　おたちよりください。\nおまちしております。,[@]안녕히 가세요~,[@]¡Adiós!,[@]¡Adiós!,[@]Até mais!,[@]Do widzenia!,[@]Auf Wiedersehen!,[@]До свидания!,[@]До побачення!,
DIALOGUE_PODUNK_PODUNKHOTEL_13,"[@]Oh, well it looks like you don't have enough money.","[@]Ah, on dirait que tu n'as pas assez d'argent.","[@]Oh, sembra che non ti bastino i soldi.",[@]しつれいですが・・・\nおかねが　たりないようですよ。,[@]돈이 충분하지 않으신 것 같네요...,"[@]Oh, parece que no tienes suficiente dinero.","[@]Oh, parece que no tienes dinero suficiente.","[@]Ah, bem, parece que você não tem o suficiente.","[@]Wygląda na to, że nie starczy [if party:plural]wam[else]ci[/if] pieniędzy.","[@]Oh, tja, scheint als ob [if party:plural]ihr[else]du[/if] zu wenig Geld ha[if party:plural]bt[else]st[/if].","[@]Ох, кажется, у вас недостаточно денег.","[@]Ох, здається, у вас недостатньо грошей.",
DIALOGUE_PODUNK_PODUNKHOTEL_SPEAKER_Simon,Simon,Simon,Simon,サイモン,시몬,Simon,Simon,Simon,Simon,Simon,Саймон,Саймон,
DIALOGUE_PODUNK_SANDRA_0,"[@]It looks like the dead have risen.[WAIT@]Thankfully, we have God to protect us!","[@]On dirait que les morts sont revenus à la vie.[WAIT@]Heureusement, Dieu est là pour nous protéger !","[@]I morti sono tornati in vita.[WAIT@]Per fortuna, c'è Dio con noi! Ci proteggerà!",[@]ししゃが　よみがえったんだって！[WAIT@]でも　だいじょうぶよ！\nわたしたちは　かみに　まもられてるわ。,"[@]죽은 사람들이 계속 살아나고 있지만.[WAIT@]괜찮아요, 하느님께서 우릴 지켜주실 거니까요!","[@]Parece que los muertos se han levantado.[WAIT@]¡Afortunadamente, tenemos a Dios para protegernos!","[@]Parece que los muertos han vuelto a la vida.[WAIT@]¡Por suerte, tenemos a Dios para protegernos!","[@]Parece que os mortos se ergueram.[WAIT@]Mas, seremos salvos pela graça de Deus!","[@]Wygląda na to, że trupy zmartwychwstały.[WAIT@]Na szczęście mamy Boga, który nas chroni!","[@]Die Toten scheinen aufzuerstehen.[WAIT@]Zum Glück haben wir Gott, der uns beschützt!","[@]Похоже, что мертвецы поднялись из могил.[WAIT@]Благо, с нами Бог и он защитит нас!","[@]Схоже, що мерці піднялися з могил.[WAIT@]На щастя, з нами Бог, і він нас захистить!",
DIALOGUE_PODUNK_SANDRA_SPEAKER_Sandra,Sandra,Sandra,Sandra,サンドラ,산드라,Sandra,Sandra,Sandra,Sandra,Sandra,Сандра,Сандра,
DIALOGUE_PODUNK_SANDRA_2_0,[@]I can sense God loves you!,"[@]Dieu t'aime, je le sens !",[@]Sento che Dio ti ama!,[@]ぶじに　かえれたのね！\nこれも　かみのごかご　なのよ！,"[@]너, 완전 하느님의 총애를 받는 거 같네!",[@]¡Puedo sentir que Dios te ama!,[@]¡Puedo sentir que Dios te ama!,"[@]Deus te abençoe, meu menino! Jesus te ama!","[@]Wyczuwam, że Bóg cię kocha!",[@]Ich spüre Gottes Liebe zu [if party:plural]euch[else]dir[/if]!,"[@]Я чувствую, что Бог тебя любит!","[@]Я відчуваю, що Бог любить тебе!",
DIALOGUE_PODUNK_SANDRA_2_SPEAKER_Sandra,Sandra,Sandra,Sandra,サンドラ,산드라,Sandra,Sandra,Sandra,Sandra,Sandra,Сандра,Сандра,
DIALOGUE_PODUNK_STEPHEN_0,"[@]You're not actually going to the cemetery, right?","[@]Tu n'es pas réellement en train de te rendre au cimetière, si ?","[@]Non stai andando davvero al cimitero, vero?",[@]おまえ・・・\nほんとに　はかばに　いくつもりか？,[@]진짜 공동묘지로 가려는 건 아니겠지?,"[@]No estás yendo al cementerio, cierto?","[@]No irás al cementerio, ¿verdad?","[@]Você não está indo pro cemitério, está?","[@]Nie idziesz na cmentarz, prawda?","[@][if party:plural]Ihr geht[else]Du gehst[/if] nicht wirklich auf den Friedhof, oder?","[@]Ты же, надеюсь, не идёшь на кладбище?","[@]Ти ж, сподіваюся, не йдеш на цвинтар?",
DIALOGUE_PODUNK_STEPHEN_0-OPT_0,Yes,Si,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Иду,Йду,
DIALOGUE_PODUNK_STEPHEN_0-OPT_1,No,Non,No,いいえ,아니오,No,No,Não,Nie,Nein,Нет,Ні,
DIALOGUE_PODUNK_STEPHEN_1,[@]I thought you were a sensible child...,[@]Je croyais que tu étais un enfant sensé...,[@]Credevo avessi più buonsenso...,[@]じょうしきを　わきまえた\nこどもだと　おもったな　オレは。,[@]기본적인 사고를 할 줄 아는 아이라 생각했는데...,[@]Pensaba que eras un niño más sensato...,[@]Pensaba que eras un niño sensato...,[@]Achei que você fosse sensato...,"[@]Myślałem, że jesteś rozsądnym dzieckiem...","[@]Ich dachte, [if party:plural]ihr seid sensible Kinder[else]du bist ein sensibles Kind[/if] ...","[@]Я думал, ты здравомыслящий мальчик...","[@]А я вважав, ти хлопчик розважливий...",
DIALOGUE_PODUNK_STEPHEN_2,[@]You children better stay safe.,"[@]Vous feriez mieux de rester à l'abri, les enfants.",[@]I bambini devono stare al sicuro.,[@]じょうしきを　わきまえた\nこどもだと　おもったな　オレは。,"[@]그래, 아이들은 여기 안전하게 있어야지.",[@]Los niños como tú deberían mantenerse a salvo.,"[@]Eso es, los niños como tú deberíais quedaros a salvo.","[@]Tome cuidado, filho.",[@]Trzymaj się z dala od kłopotów.,[@]Pass[if party:plural]t[/if] besser auf [if party:plural]euch[else]dich[/if] auf.,"[@]Вам, детям, рисковать не надо.","[@]Вам, дітям, ризикувати не треба.",
DIALOGUE_PODUNK_STEPHEN_SPEAKER_Stephen,Stephen,Stephen,Stephen,スティーブン,스티븐,Stephen,Stephen,Stephen,Stephen,Stephen,Стивен,Стівен,
DIALOGUE_PODUNK_STEPHEN_2_0,[@]I always believed in you!,[@]J'ai toujours cru en toi !,[@]Ho sempre creduto in te!,[@]おまえ　すごいな。,[@]믿고 있었다네!,[@]¡Siempre confié en ti!,[@]¡Siempre he confiado en ti!,[@]Eu sempre acreditei em você!,[@]Zawsze w ciebie wierzyłem!,[@]Ich habe immer an dich geglaubt!,[@]Я всегда в тебя верил!,[@]Я завжди в тебе вірив!,
DIALOGUE_PODUNK_STEPHEN_2_SPEAKER_Stephen,Stephen,Stephen,Stephen,スティーブン,스티븐,Stephen,Stephen,Stephen,Stephen,Stephen,Стивен,Стівен,
DIALOGUE_PODUNK_THOMAS_0,"[@]The mayor's looking for a brave hero.[WAIT@]If you find anyone, bring them to the town hall.","[@]Le maire cherche un héros courageux pour lui venir en aide.[WAIT@]Si tu trouves quelqu'un, amène-le à la mairie.","[@]Il sindaco cerca un eroe coraggioso.[WAIT@]Se trovassi qualcuno del genere, andate al municipio.",[@]ちょうちょうさんは\nゆうきのある　すけっとを\nさがしておられる。[WAIT@]われこそは　というひとがいたら\nちょうちょうさんへ　しらせて　ほしい。,[@]시장님께선 용감한 영웅을 찾고 계셔.[WAIT@]만약 찾아낸다면 시청으로 데려오라더군.,"[@]El alcalde está buscando a un héroe valiente.[WAIT@]Si encuentras uno, tráelo al ayuntamiento.","[@]El alcalde está buscando a un héroe valiente.[WAIT@]Si ves uno, llévalo al ayuntamiento.","[@]O prefeito está procurando um herói corajoso.[WAIT@]Se você achar algum, leve-o à prefeitura.","[@]Burmistrz szuka odważnego bohatera.[WAIT@]Jeśli kogoś znajdziesz, przyprowadź go do ratusza.","[@]Der Bürgermeister sucht nach einem mutigen Helden.[WAIT@]Wenn [if party:plural]ihr jemanden findet[else]du jemanden findest[/if], bring[if party:plural]t[/if] ihn zum Rathaus.","[@]Мэр ищет бесстрашного героя.[WAIT@]Если ты кого-то найдёшь, приведи его в мэрию.","[@]Мер шукає відважного героя.[WAIT@]Якщо ти когось знайдеш, приведи його до мерії.",
DIALOGUE_PODUNK_THOMAS_SPEAKER_Thomas,Thomas,Thomas,Thomas,トーマス,토마스,Thomas,Thomas,Thomas,Thomas,Thomas,Томас,Томас,
DIALOGUE_PODUNK_THOMAS_2_0,[@]Who could have known the hero of our town would end up being a child!,[@]Qui aurait su qu'un enfant serait le héros de notre ville !,[@]Chi l'avrebbe mai detto che l'eroe della nostra città sarebbe stato un bambino?!,[@]まさか　こんな　こどもが\nかいけつ　してしまうとは・・・。,[@]우리 마을의 영웅이 이런 어린아이가 될 줄 누가\n알았겠나요? 하하,[@]¡Quién hubiera imaginado que el héroe de la ciudad acabaría siendo un niño!,[@]¡Quién nos iba a decir que el héroe de nuestro pueblo acabaría siendo un niño!,[@]Quem diria que o herói da cidade seria uma criança!,"[@]Kto by pomyślał, że bohaterem naszego miasta zostanie dzieciak!","[@]Wer hätte gedacht, dass ein Kind, der Held unserer Stadt sein würde!","[@]Кто бы мог подумать, что в итоге героем нашего городка окажется ребёнок!","[@]Хто б подумав, що героєм нашого містечка опиниться дитина!",
DIALOGUE_PODUNK_THOMAS_2_SPEAKER_Thomas,Thomas,Thomas,Thomas,トーマス,토마스,Thomas,Thomas,Thomas,Thomas,Thomas,Томас,Томас,
DIALOGUE_PODUNK_TIGER_0,[@]Whimper.,[@]*gémit*,[@]*gemito*,[@]ク～ン・・・。,[@]어흥,[@]*Gruñido*,[@]*sollozo*,[@]Graur...,[@]*Warczenie*,[@]*Wimmer*,[@]У-у-у-у...,[@]У-у-у-у...,
DIALOGUE_PODUNK_TIGER_SPEAKER_Tiger,Tiger,Tigre,Tigre,トラ,호랑이,Tigre,Tigre,Tigre,Tygrys,Tiger,Тигр,Тигр,
DIALOGUE_PODUNK_TIGER_THOUGHTS_1_0,"[@](I apologize for earlier, we all make mistakes.)","[@](Je te prie de m'excuser pour tout à l'heure, on fait tous des erreurs.)","[@](Chiedo scusa per prima, commettiamo tutti degli errori.)",[@](さっきはごめんよぉ・・・\nなんだか　じぶんがじぶんじゃ\nなくなっていたみたいだ),"[@](아까 일은 잊어줘, 그저 실수였어.)","[@](Me disculpo por lo de antes, todos cometemos errores.)","[@](Me disculpo por lo de antes, todos cometemos errores.)","[@](Peço desculpas. Errar é humano, embora eu não seja humano.)","[@](Przepraszam za wcześniej, wszyscy popełniamy błędy.)",[@](Ich entschuldige mich für vorhin. Wir alle machen Fehler.),"[@](Я сожалею о содеянном, все мы совершаем ошибки.)","[@](Я жалкую про скоєне, всі ми помиляємось.)",
DIALOGUE_PODUNK_TIGER_THOUGHTS_1_SPEAKER_Tiger,Tiger,Tigre,Tigre,トラ,호랑이,Tigre,Tigre,Tigre,Tygrys,Tiger,Тигр,Тигр,
DIALOGUE_PODUNK_TIGER_THOUGHTS_2_0,"[@](I'm not usually like that, someone else told me to do it.)","[@](Je ne suis pas comme ça d'habitude, c'est quelqu'un qui m'a dit de faire ça.)","[@](Non mi comporto in quel modo di solito, mi ha detto qualcun altro di farlo.)",[@](なにもおぼえていないんだよ。\nずっと　あたまのなかに　あやしげなことばが\nささやかれていた　きがするんだ),"[@](원래 이런 성격은 아닌데, 미안해)","[@](Normalmente no soy así, es como si alguien me hubiese dicho que me comportase de esa manera.)","[@](Yo no suelo ser así, es como si alguien me hubiera dicho que actuase de esa forma.)","[@](Eu não sou assim normalmente, foi alguém que me mandou fazer isso.)","[@](Zazwyczaj taki nie jestem, ktoś inny mnie do tego zmusił.)","[@](Normalerweise bin ich nicht so. Jemand hat mir gesagt, ich solle das tun.)","[@](Я обычно себя так не веду. Думаю, меня заставили.)","[@](Я зазвичай себе так не поводжу. Вважаю, мене змусили.)",
DIALOGUE_PODUNK_TIGER_THOUGHTS_2_SPEAKER_Tiger,Tiger,Tigre,Tigre,トラ,호랑이,Tigre,Tigre,Tigre,Tygrys,Tiger,Тигр,Тигр,
DIALOGUE_PODUNK_WALLY_HIDDEN_0,[@]What do you want?,[@]Qu'est-ce que tu veux ?,[@]E tu che vuoi?,[@]なんじゃ？,[@]뭘 바라는 거야?,[@]¿Qué quieres?,[@]¿Qué quieres?,[@]O que você quer?,[@]Czego chcesz?,[@]Was willst du?,[@]Чего тебе надо?,[@]Чого тобі?,
DIALOGUE_PODUNK_WALLY_HIDDEN_SPEAKER_???,???,???,???,？？？,???,???,???,???,???,???,???,???,
DIALOGUE_PODUNK_WANDA_0,"[@]The animals have gone crazy, and the dead have risen...[WAIT@]I knew we should've cremated Rex.","[@]Les animaux sont devenus fous, et les morts sont revenus à la vie...[WAIT@]Je le savais, qu'on aurait dû incinérer Rex.","[@]Gli animali sono impazziti, e i morti tornati in vita...[WAIT@]Sapevo che avremmo dovuto cremare Rex.",[@]どうぶつたちは　くるって　あばれだすし\nしにんは　ゾンビになって　おそってくるし・・・[WAIT@]いったい　どうすればいいのよ\nヒーヒー・・・。,"[@]동물은 미쳐가고, 시체들은 되살아났어...[WAIT@]렉스를 화장시켜야 했는데...",[@]Los animales se han vuelto locos y los muertos han resucitado.[WAIT@]Sabía que debíamos de haber incinerado a Rex.,"[@]Los animales se han vuelto locos, los muertos han vuelto a la vida...[WAIT@]Sabía que deberíamos haber incinerado al Rex.",[@]Os animais do zoológico enlouqueceram e os mortos se ergueram de seus túmulos...[WAIT@]Eu sabia que devíamos ter cremado o Rex!,"[@]Zwierzęta oszalały, a umarli zmartwychwstali...[WAIT@]Wiedziałam, że powinniśmy byli skremować Rexa.","[@]Die Tiere spielen verrückt und die Toten sind auferstanden ...[WAIT@]Ich wusste, wir hätten Rex einäschern sollen.","[@]Животные обезумели, а умершие встали из могил...[WAIT@]Я знала, что мы должны были кремировать Рекса.","[@]Тварини збожеволіли, а померлі встали з могил...[WAIT@]Так і знала, що ми мали кремувати Рекса.",
DIALOGUE_PODUNK_WANDA_SPEAKER_Wanda,Wanda,Wanda,Wanda,ワンダ,완다,Wanda,Wanda,Wanda,Wanda,Wanda,Ванда,Ванда,
DIALOGUE_PODUNK_WANDA_2_0,[@]You're super!,[@]T'es super !,[@]Sei super!,[@]あなたって　スゴイ！,[@]정말 대단해! 그런 일들을 해내다니!,[@]¡Eres estupendo!,[@]¡Eres lo más!,[@]Você é extraordinário!,[@]Jesteś super!,[@]Du bist super!,[@]Ты супер!,[@]Ти супер!,
DIALOGUE_PODUNK_WANDA_2_SPEAKER_Wanda,Wanda,Wanda,Wanda,ワンダ,완다,Wanda,Wanda,Wanda,Wanda,Wanda,Ванда,Ванда,
DIALOGUE_PODUNK_WILLIAM_0,[@]Please be honest.,[@]Dis-moi les choses franchement.,[@]Dimmi la verità.,[@]しょうじきに　こたえてくれ。,[@]사실대로 말해.,"[@]Por favor, sé honesto.","[@]Por favor, sé honesto.","[@]Por favor, seja honesto comigo.","[@]Proszę, bądź szczery.",[@]Bitte sei ehrlich.,"[@]П-прошу, только честно...","[@]Будь ласка, скажи чесно.",
DIALOGUE_PODUNK_WILLIAM_1,[@]You're not a z-zombie... Right?,[@]Tu n'es pas un z-zombie... Si ?,[@]Non sei uno z-zombi... vero?,[@]おまえは　ゾ・・・ゾンビなのか？,[@]너 ㅈ-좀비... 맞지?,[@]No eres un z-zombi... ¿Cierto?,[@]No eres un z-zombi... ¿Verdad?,[@]V-você não é um z... zumbi... Ou é?,[@]Nie jesteś z-zombie... Prawda?,[@]Du bist kein Z-Zombie ... Richtig?,[@]Ты з-зомби?..,[@]Ти з-зомбі?..,
